/Users/tpaul/Desktop/Data/IMG/center_2020_04_19_21_41_35_114.jpg, /Users/tpaul/Desktop/Data/IMG/left_2020_04_19_21_41_35_114.jpg, /Users/tpaul/Desktop/Data/IMG/right_2020_04_19_21_41_35_114.jpg, 0, 0, 0, 0.0002749386
/Users/tpaul/Desktop/Data/IMG/center_2020_04_19_21_41_35_227.jpg, /Users/tpaul/Desktop/Data/IMG/left_2020_04_19_21_41_35_227.jpg, /Users/tpaul/Desktop/Data/IMG/right_2020_04_19_21_41_35_227.jpg, 0, 0, 0, 0.00104845
/Users/tpaul/Desktop/Data/IMG/center_2020_04_19_21_41_35_329.jpg, /Users/tpaul/Desktop/Data/IMG/left_2020_04_19_21_41_35_329.jpg, /Users/tpaul/Desktop/Data/IMG/right_2020_04_19_21_41_35_329.jpg, 0, 0, 0, 0.001121143
/Users/tpaul/Desktop/Data/IMG/center_2020_04_19_21_41_35_439.jpg, /Users/tpaul/Desktop/Data/IMG/left_2020_04_19_21_41_35_439.jpg, /Users/tpaul/Desktop/Data/IMG/right_2020_04_19_21_41_35_439.jpg, 0, 0, 0, 0.002579657
/Users/tpaul/Desktop/Data/IMG/center_2020_04_19_21_41_35_544.jpg, /Users/tpaul/Desktop/Data/IMG/left_2020_04_19_21_41_35_544.jpg, /Users/tpaul/Desktop/Data/IMG/right_2020_04_19_21_41_35_544.jpg, 0, 0, 0, 0.001695232
/Users/tpaul/Desktop/Data/IMG/center_2020_04_19_21_41_35_646.jpg, /Users/tpaul/Desktop/Data/IMG/left_2020_04_19_21_41_35_646.jpg, /Users/tpaul/Desktop/Data/IMG/right_2020_04_19_21_41_35_646.jpg, 0, 0, 0, 0.001442948
/Users/tpaul/Desktop/Data/IMG/center_2020_04_19_21_41_35_750.jpg, /Users/tpaul/Desktop/Data/IMG/left_2020_04_19_21_41_35_750.jpg, /Users/tpaul/Desktop/Data/IMG/right_2020_04_19_21_41_35_750.jpg, 0, 0, 0, 0.000984156
/Users/tpaul/Desktop/Data/IMG/center_2020_04_19_21_41_35_856.jpg, /Users/tpaul/Desktop/Data/IMG/left_2020_04_19_21_41_35_856.jpg, /Users/tpaul/Desktop/Data/IMG/right_2020_04_19_21_41_35_856.jpg, 0, 0, 0, 0.001682485
/Users/tpaul/Desktop/Data/IMG/center_2020_04_19_21_41_35_958.jpg, /Users/tpaul/Desktop/Data/IMG/left_2020_04_19_21_41_35_958.jpg, /Users/tpaul/Desktop/Data/IMG/right_2020_04_19_21_41_35_958.jpg, 0, 0, 0, 0.001331332
/Users/tpaul/Desktop/Data/IMG/center_2020_04_19_21_41_36_058.jpg, /Users/tpaul/Desktop/Data/IMG/left_2020_04_19_21_41_36_058.jpg, /Users/tpaul/Desktop/Data/IMG/right_2020_04_19_21_41_36_058.jpg, 0, 0, 0, 0.0004707008
